Gene	POOL:09-1664-01A:61-2094-01A:25-1312-01A	POOL:13-1409-01A:24-1416-01A:29-1769-01A	POOL:13-1489-01A:13-1482-01A:13-1504-01A	POOL:13-1492-01A:36-2530-01A:25-2409-01A	POOL:13-1497-01A:OVARIAN-CONTROL.1:61-1995-01A	POOL:13-2065-01A:61-1918-01A:61-2613-01A	POOL:23-1122-01A:24-1464-01A:25-1322-01A	POOL:24-1103-01A:24-2289-01A:13-1511-01A	POOL:24-1431-01A:36-1570-01A:13-1488-01A	POOL:24-1435-01A:30-1887-01A:23-1121-01A	POOL:24-1436-01A:13-2061-01A:36-2537-01A	POOL:24-1474-01A:13-1501-01A:OVARIAN-CONTROL.2	POOL:24-1555-01A:24-1562-01A:25-1628-01A	POOL:24-1558-01A:29-1705-01A:OVARIAN-CONTROL.3	POOL:24-1920-01A:30-1891-01A:61-2008-01A	POOL:24-1927-01A:OVARIAN-CONTROL.4:36-2544-01A	POOL:24-2024-01A:29-1693-01A:13-1485-01A	POOL:24-2030-01A:29-1702-01A:24-2033-01A	POOL:24-2298-01A:24-1544-01A:61-1914-01A	POOL:25-1313-01A:29-1766-01A:24-2261-01A	POOL:25-1318-01A:36-2532-01A:13-2059-01A	POOL:25-2399-01A:29-1698-01A:09-2056-01B	POOL:29-1688-01A:13-1494-01A:13-1507-01A	POOL:29-1690-01A:25-1631-01A:13-1500-01A	POOL:29-1696-01A:29-1771-01A:13-2066-01A	POOL:29-1711-01A:13-1483-01A:24-1422-01A	POOL:29-1763-01A:25-2397-01A:29-2427-01A	POOL:29-1785-01A:61-2088-01A:25-1623-01A	POOL:36-1577-01A:29-1768-01A:36-1569-01A	POOL:36-2534-01A:OVARIAN-CONTROL.5:36-2549-01A	POOL:36-2547-01A:36-1578-01A:36-2542-01A	POOL:59-2351-01A:24-2290-01A:59-2348-01A	POOL:59-2352-01A:61-1915-01A:24-1565-01A	POOL:59-2372-01A:24-1548-01A:29-1762-01A	POOL:61-1727-01A:25-1323-01A:36-1580-01A	POOL:61-1741-01A:61-1911-01A:13-1404-01A	POOL:61-1907-01A:25-1329-01A:24-1557-01A	POOL:61-1910-01A:29-1770-01A:13-1410-01A	POOL:61-2087-01A:29-2431-01A:61-1724-01A	POOL:OVARIAN-CONTROL.10:29-1710-01A:36-1571-01A	POOL:OVARIAN-CONTROL.6:24-1553-01A:13-1487-01A	POOL:OVARIAN-CONTROL.7:25-2396-01A:36-2545-01A	POOL:OVARIAN-CONTROL.8:25-2404-01A:24-1430-01A	POOL:OVARIAN-CONTROL.9:29-1697-01A:13-2060-01A
SIRPA	0.845	0.778	0.778	0.845	0.778	0.778	0.954	0.602	0.778	0.845	0.778	0.903	0.903	1.041	0.778	1.176	0.778	0.699	0.778	0.301	1.000	0.778	0.903	0.778	0.778	0.778	0.778	0.845	0.778	0.778	0.778	0.778	0.778	0.477	0.845	0.845	0.778	0.903	0.477	0.954	0.778	0.903	0.778	0.954	
SLAMF7	0.699				0.301																															0.477				0.000					
SLC11A2				0.477	0.000			0.000		0.000				0.000	0.301					0.000			0.000	0.000															0.301		0.000				
SLC15A2	0.699	0.699		0.301	0.845	0.699		0.301	0.845		0.301		0.477	0.000	0.000	0.845	0.000	0.602	0.301	1.041	0.954		0.000										0.477			0.477					0.778			0.301	
SLC25A3						0.477												0.301													0.301			0.000		0.000	0.000	0.000	0.477	0.301			0.778	0.301	
SLC25A5	0.301	1.000			0.903	1.114									0.000			1.041	0.602			1.079						0.301	0.954	0.845	1.114	0.699		0.778		0.845	0.778	0.903	1.000	0.477			0.845	0.845	
SLC2A1	0.954	0.954	0.778	1.176	0.954	0.903	0.903	1.041	1.000	1.000	1.079	0.954	1.000	0.954	1.146	0.954	1.176	1.079	1.114	0.778	0.699	0.954	0.954	0.778	1.079	0.778	1.255	1.114	1.230	0.954	1.000	0.954	0.778	0.954	0.954	0.903	0.954	0.903	0.778	1.176	1.079	0.845	0.845	1.279	
SLC39A14	0.903	0.778	0.778	0.845	0.602	0.477	0.778	0.699	0.602	0.845	0.602	0.477	0.699	0.699	0.477	0.778	0.954	0.699	0.778	0.477	0.477	0.477	1.000	0.477	0.477	0.778	0.602	0.903	0.845	0.699	0.954	0.699		0.903	0.778	0.699	0.845	0.778	0.778	0.903	0.903	0.778	0.778	0.903	
SLC39A6	0.477	0.778	0.903	1.301	0.602	0.845	0.954	1.114	0.778	0.778	0.903	1.000	0.954	0.845	0.903	0.954	1.255	0.000	0.699	0.903	0.845	0.699	1.255	0.845	0.778	0.903	0.903	0.903	0.477	0.699	0.602	0.477	0.477	1.079	0.699	0.477	0.845	0.954		1.000	1.041	0.602	0.000	1.114	
SLC3A2	1.041	1.000	1.079	1.041	1.114	1.079	1.041	1.114	1.279	1.146	1.079	1.000	1.114	1.146	1.079	1.322	1.079	0.903	1.000	1.301	1.114	0.845	1.146	1.079	1.146	1.041	1.114	1.041	1.079	0.954	1.079	1.000	1.114	0.954	1.041	1.041	1.079	1.041	0.699	1.146	1.000	1.114	1.204	1.041	
SLC44A2	1.301	1.255	1.255	1.544	1.342	1.342	1.462	1.568	1.380	1.462	1.255	1.462	1.462	1.519	1.477	1.447	1.505	1.255	1.279	1.447	1.491	1.176	1.431	1.301	1.176	1.204	1.301	1.230	1.176	1.342	1.362	1.114	1.114	1.342	1.255	1.230	1.322	1.362	1.230	1.398	1.602	1.176	1.301	1.477	
SLC44A4	0.301			0.477			0.477	0.477		0.477	0.477			0.301		0.301	0.477		0.000		0.477			0.477	0.301		0.301			0.000	0.301		0.000	0.699		0.000	0.301			0.000	0.000			0.000	
SMPDL3B	0.301	0.000	0.602	0.477	0.000	0.903	1.041	0.477	0.477	0.301	0.477		1.114	0.778	0.477	0.602	0.301	0.699	0.000	1.041	0.954	0.000	0.954	0.000	0.000	0.477	1.079	0.000	0.000		0.301		0.699	0.602		1.000	0.602	0.301		0.778	0.602	0.000	0.301	1.079	
SOD2																															1.079	0.000													
SORL1	1.633	1.568	1.362	1.690	1.602	1.531	1.602	1.875	1.477	1.505	1.380	1.380	1.591	1.447	1.477	1.531	1.491	1.556	1.462	1.477	1.580	1.342	1.580	1.415	1.462	1.431	1.322	1.491	1.362	1.544	1.613	1.491	1.477	1.580	1.602	1.531	1.531	1.431	1.301	1.653	1.591	1.431	1.204	1.653	
SORT1	1.279	1.230	1.301	1.279	1.462	1.301	1.380	1.398	1.415	1.322	1.380	1.342	1.380	1.415	1.255	1.380	1.544	1.568	1.462	1.362	1.279	1.176	1.322	1.301	1.398	1.114	1.362	1.398	1.279	1.362	1.342	1.380	1.301	1.724	1.398	1.362	1.342	1.544	1.000	1.362	1.447	1.301	1.301	1.623	
SOSTDC1																	0.778																												
SPARCL1	0.477	0.602		0.778	0.301	0.602	0.477	0.602		0.699	0.301	0.778	0.699	0.477	0.602	0.477	0.477		0.301		0.477	0.602	0.778	0.000	0.000	0.301	0.301	0.477	0.699	0.477	0.477	0.301		0.699	0.477	0.477	0.477	0.000		0.477	0.699	0.778		0.602	
SPOCK2		0.000		0.000	0.000	0.301	0.699	0.000		0.477			0.602	0.778	0.699	0.954	1.079		0.000		0.477			0.477			0.778					0.699		1.000			0.000	0.699			0.000				
SPON1	0.845	0.778	0.778	0.954	0.778	0.954	0.845	1.255	0.903	0.845	0.778	0.778	0.699	0.845	0.778	0.845	1.079	0.778	0.845	0.845	0.954	1.000	0.845	0.778	0.778	0.903	0.778	0.845	0.845	0.778	0.845	0.954	0.699	0.778	0.903	0.845	0.778	0.778	0.778	0.845	0.778	0.778	0.778	0.778	
SRP14					0.000	0.000																0.000							0.000		0.000					0.477	0.000						0.301		
SRSF3					0.477													0.000				0.000							0.301		0.000			0.000		0.301		0.301							
SSB		0.301			0.477	0.301	0.301											0.301													0.602			0.301		0.477	0.602	0.000	0.000					0.301	
SSR1	1.114	1.114	1.000	1.477	1.146	1.398	1.342	1.531	1.519	1.531	1.114	1.362	1.362	1.204	1.322	1.204	1.462	1.322	1.146	1.531	0.954	0.000	1.556	1.322	1.000	1.000	1.505	1.255	1.279	1.000	1.230	0.699	1.255	1.230	1.114	1.362	1.146	1.114	0.477	1.447	1.531	1.114	1.342	1.591	
SSR2	1.813	1.756	1.462	1.740	1.778	1.643	1.613	1.771	1.681	1.756	1.462	1.681	1.724	1.716	1.690	1.505	1.839	1.643	1.653	1.447	1.519	1.633	1.681	1.505	1.255	1.255	1.708	1.857	1.477	1.580	1.708	1.724	1.255	1.556	1.756	1.857	1.681	1.732	1.580	1.756	1.886	1.279	1.531	1.806	
ST14	0.954	0.845	0.000	1.415	1.146	0.301	1.230	1.322		1.041		0.845	1.079	0.845	1.041	1.279	1.204	0.954	0.699		0.845		0.903				1.176	0.699	0.000	0.845	1.176	0.301		1.230	0.699	1.000	1.041	0.845		1.041	1.279	0.000		1.380	
ST3GAL1	0.602	0.954	0.602	1.301	0.778		0.000	1.204	0.000	0.903	0.699	1.079	0.903	0.845	0.903	1.176	0.954	0.778			0.903	0.301	1.041	0.477	0.301	0.301	0.954		0.602	0.778	1.000	0.477		0.602	0.477	0.699	1.146	0.903	0.301	0.477	0.602	0.000	0.477	0.699	
ST3GAL6									0.778											0.477						0.301					0.477		0.602			0.000				0.301		0.000			
ST6GALNAC1											0.602									0.602	0.477				0.000																				
ST8SIA4																																												1.000	
STAB1	0.903	0.903	1.279	1.447	1.342	1.322	1.544	1.301	1.301	1.204	1.146	1.362	1.146	1.301	1.176	1.342	1.204	1.114	0.903	1.362	1.176	1.079	1.447	1.230	0.778	0.903	1.301	1.000	0.778	0.699	1.041	0.778	1.362	1.230	1.041	1.000	1.255	1.000	0.778	1.362	1.230	1.041	1.204	1.255	
STS			0.602	0.778	0.301	0.602	0.778	0.000	0.301				0.477		0.602	0.000	0.000			0.602	0.845		0.477	0.477	0.845	0.778	0.301				0.000		0.954	0.000							0.000	0.000		0.301	
STT3A	1.623	1.633	1.301	1.544	1.568	1.398	1.462	1.568	1.380	1.591	1.230	1.301	1.447	1.505	1.415	1.362	1.505	1.531	1.556	1.279	1.362	1.477	1.279	1.176	1.079	1.114	1.519	1.633	1.398	1.505	1.519	1.505	1.204	1.279	1.613	1.556	1.447	1.556	1.255	1.519	1.568	1.079	1.279	1.477	
STT3B	1.568	1.491	1.230	1.301	1.431	1.146	1.230	1.491	1.230	1.462	1.041	1.301	1.431	1.398	1.342	1.230	1.380	1.398	1.415	1.230	1.176	1.362	1.279	1.204	1.079	1.204	1.114	1.398	1.176	1.362	1.398	1.342	1.114	1.255	1.362	1.491	1.531	1.380	1.204	1.415	1.255	1.079	1.204	1.491	
SULF1	0.778	0.954	1.079	1.041	0.903	1.000	1.000	0.845	0.954	1.362	0.845	1.255	1.204	1.079	0.778	1.041	1.204	0.778	0.301	1.041	0.301	0.778	1.255	0.699	0.477	1.000	1.204	0.845	0.845	1.000	0.778	0.477	0.602	0.602	0.903	1.176	0.000	0.954	0.602	1.041	1.230	0.699	1.041	1.079	
SULF2		0.778	0.845	0.845		0.778	0.845	0.699	0.903	0.699		0.602	0.699		0.845		0.845			0.778			0.602	0.602	0.778	0.845	0.477	0.000	0.699	0.301	0.778		0.954		0.000	0.477	0.301	0.000	0.477	0.954	0.778	0.903	1.000	0.602	
SUN1	0.903	0.699	0.778	0.954	0.778	0.778	0.845	1.041	0.903	0.845	0.845	1.041	0.954	1.079	1.000	1.000	1.114	0.954	0.699	0.903	0.903	0.845	0.954	0.778	0.778	0.845	0.903	0.845	0.778	0.903	0.903	0.845	0.845	0.954	0.954	1.000	0.845	0.903	0.602	0.954	1.000	0.845	0.477	0.903	
SUSD2	1.041	0.903	0.845	1.279	0.954	1.079	1.114	1.041	1.000	1.114	1.041	1.041	1.079	1.279	1.204	1.146	1.230	1.000	1.000	1.114	1.322	0.778	1.204	1.079	1.041	1.000	1.176	1.000	1.079	1.041	1.041	0.699	1.000	1.000	1.000	1.491	1.079	0.954	0.954	1.079	1.079	1.041	1.176	1.079	
SYPL1	0.954	0.954	0.778	1.398	0.903	0.903	1.230	1.255	0.903	1.230	0.903	0.954	1.000	1.079	1.146	1.301	1.176	0.845	0.845	0.903	1.114	0.602	0.954	1.114	1.000	0.699	1.000	1.041	0.903	1.000	1.041	0.699	1.146	1.146	0.845	0.778	0.699	0.845	0.477	1.362	1.176	0.845	0.903	1.204	
TACSTD2	1.204	1.079	1.041	1.255	1.176	1.114	1.114	1.146	1.041	1.079	1.041	1.279	1.114	1.380	1.255	1.342	1.204	1.230	1.279	1.114	1.301	1.176	1.380	1.000	1.041	1.000	1.114	1.322	0.954	1.114	1.204	1.176	1.000	1.079	1.114	1.146	1.079	1.301	1.041	1.415	1.301	1.079	0.954	1.176	
TAGLN					0.000	0.845																0.903						0.301	0.845	0.301							0.000	0.602	0.301		0.301		1.176	0.000	
TAGLN2			0.000		0.000	0.477												0.301				0.301							0.778		0.477						0.000			0.301			0.699		
TCTN3				0.000	0.000		0.301	0.301		0.000		0.000			0.000		0.301						0.301											0.301	0.602			0.000		0.000	0.000			0.477	
TENM3		0.000			0.301					0.000						0.000	0.699	0.301		0.000			0.301				0.000										0.000	0.000		0.477					
TENM4	0.602	0.477	0.699	0.845	0.477	0.477	0.778	0.778	0.903	0.903	0.845	0.903	1.000	0.602	1.000	1.146	1.255	0.477	0.477	0.903		0.602	0.903	1.000	0.903	0.954	0.477	0.699	0.602	0.477	0.477	0.000	1.041	0.954	0.903	0.602	0.301	0.477	0.477	1.000	1.041	0.903	0.903	0.699	
TF	1.633	1.279	1.230	1.415	1.519	1.653	1.568	1.398	1.519	1.505	1.447	1.602	1.447	1.602	1.491	1.580	1.602	1.519	1.431	1.505	1.653	1.230	1.431	1.568	1.663	1.255	1.380	1.255	1.716	1.491	1.398	1.431	1.415	1.519	1.477	1.415	1.519	1.415	1.255	1.602	1.653	1.342	1.716	1.491	
TFPI2				0.301	0.301					0.602	0.000	0.301	0.477	0.301	0.699	0.301	0.000	0.000			0.301					0.301	0.301									0.301						0.000		0.000	
TFRC	1.447	1.544	1.362	1.845	1.690	1.322	1.431	1.785	1.531	1.568	1.447	1.531	1.613	1.716	1.342	1.699	1.556	1.556	1.531	1.531	1.580	1.505	1.732	1.491	1.279	1.322	1.462	1.477	1.255	1.491	1.556	1.531	1.255	1.447	1.519	1.643	1.447	1.544	1.380	1.544	1.415	1.362	1.431	1.580	
TGFB1								0.477		0.000		0.477	0.000			0.477	0.301			0.301			0.477				0.000		0.000					0.000							0.000	0.000		0.000	
TGFB3	0.000	0.602		0.477	0.000	0.477	0.477	0.477	0.602	0.602		0.477	0.778	0.477	0.602	0.477	0.477			0.602	0.301	0.477	0.477	0.699			0.301	0.477	0.477	0.477	0.477			0.301	0.477	0.477	0.477	0.477	0.301	0.000	0.477		0.000	0.301	
TGFBI	0.000					0.477					0.000							0.000						0.000					1.114	0.301						0.602	0.000						0.301		
TGOLN2									0.301	0.602	0.477	0.477	0.602	0.477	0.699		0.301				0.000		0.000	0.000		0.301	0.301			0.000				0.477	0.000	0.000		0.301				0.301		0.477	
THBS1	1.079	1.279	1.633	1.491	1.255	1.079	1.519	1.602	1.398	1.732	1.176	1.919	1.643	1.568	1.623	1.431	1.663	1.255	1.079	1.146	1.362	1.255	1.531	1.447	1.279	1.531	1.342	1.681	1.633	1.322	1.114	1.230	1.230	1.204	1.301	1.204	1.255	1.462	1.041	1.643	1.778	1.279	1.415	1.643	
THBS2	0.954	1.204	1.322	1.000	1.079	1.000	1.114	1.342	1.146	1.431	1.000	1.380	1.415	1.342	1.431	1.146	1.301	1.146	1.041	1.000	1.114	0.954	0.954	1.204	0.954	1.380	0.903	1.204	1.380	1.041	0.778	1.041	0.778	0.903	1.146	1.114	1.041	1.176	0.699	1.398	1.279	1.176	0.954	1.380	
THSD4	0.301	0.000	0.477	0.699		0.000	0.301	0.602	0.477	0.477	0.000	0.477	0.778	0.778	0.477	0.602	0.903			0.699	0.699	0.477	0.602	0.602	0.602	0.301	0.000	0.301	0.301	0.000	0.699	0.477	0.477	0.778		0.602		0.699		0.477	0.699	0.301	0.301	0.000	
THY1	1.362	1.519	1.580	1.462	1.653	1.544	1.531	1.633	1.613	1.681	1.415	1.663	1.672	1.633	1.613	1.580	1.681	1.531	1.230	1.531	1.255	1.342	1.681	1.568	1.415	1.580	1.362	1.380	1.477	1.477	1.322	0.954	1.505	1.505	1.380	1.230	1.114	1.505	1.279	1.477	1.756	1.568	1.580	1.663	
TINAGL1			0.301	0.778		0.778	0.602	0.477	0.477	0.903	0.602	0.301	0.000	0.477	0.699	0.477	0.845			0.477	0.301			0.477	0.000	0.301	0.699		0.602				0.477	0.000		0.602				0.602	0.699	0.778	0.699	0.477	
TKT		0.602		0.000	0.954						0.000							0.903	0.000			0.477								1.000	0.845			0.477		0.903	0.477	0.699	0.602				0.845		
TLN1					0.000																													0.301		0.000	0.000						0.000		
TLR1	0.778	0.699	0.477	0.477	0.602	0.477	0.000	0.699	0.477	0.000	0.477	0.000	0.000	0.477	0.000	0.477	0.301	0.000	0.602	0.477	0.477	0.301	0.602	0.301		0.301	0.000	0.301		0.301	0.301	0.602	0.477	0.477	0.602	0.602	0.602	0.477			0.477	0.301			
TLR2	0.699	0.602	0.778	0.778	0.845	0.602	0.954	0.602	0.778	0.778	0.845	0.477	0.699	0.477	0.903	0.301		0.477	0.845	0.845	0.477	0.778	0.477	0.778	0.301	0.699	1.000	0.602	0.845	0.301	0.602	0.845	0.778	0.477	0.903	0.903	1.000	0.602	0.699	0.699	0.602	0.778	0.845	0.954	
TLR3	0.845	1.114	0.778	1.041	1.041	1.176	1.079	1.255	0.903	1.000		1.079	1.146	0.778	1.176	1.079	1.230	1.079	0.778	1.279	1.114	0.903	1.255	0.903	0.845	0.699	1.301	0.699	0.778	1.041	1.176	0.477	1.204	1.000	0.954	1.230	1.041	1.146	0.778	1.114	1.146	0.477	0.954	1.322	
TLR8	0.954	0.477		0.000	0.845	0.477			0.778	0.602	0.301	0.000	0.699	0.000		0.477		0.000	0.477	0.602	0.000	0.000	0.845	0.477		0.000		0.602	0.000	0.699	0.602	0.301			1.041	0.477	0.699	0.301		0.699	0.000		0.000	0.903	
TM2D3	0.699	0.602	0.778	0.477	0.699	0.477	0.778	0.301		0.602	0.477	0.301	0.602	0.602	0.602	0.778	0.699	0.000	0.699	0.477	0.602		0.477		0.699	0.000	0.477	0.477	0.477	0.778	0.845		0.477	0.954	0.477	0.602	0.477	0.602		0.699	0.000		0.000	0.845	
TMCO3						0.000		0.602	0.000	0.301							0.602						0.000			0.000																			
TMED4	0.954	0.845	1.079	1.041	0.903	0.778	0.954	1.146	0.903	1.041	0.954	1.000	0.845	1.041	1.000	0.954	1.079	1.000	0.845	0.954	1.000	0.845	0.954	0.954	1.041	0.845	0.845	0.903	0.845	0.778	0.954	0.699	0.903	1.204	0.954	0.903	0.903	1.041	0.845	1.000	1.146	0.954	1.000	1.176	
TMED9	1.079	0.903	1.079	0.778	1.079	1.000	1.041	1.176	1.000	1.279	0.903	0.954	1.000	1.146	0.903	0.954	1.114	1.041	0.903	1.079	1.079	0.602	0.903	1.000	0.903	1.000	0.903	0.602	0.954	1.041	1.000	0.699	1.079	1.255	1.041	1.114	0.845	0.903	0.903	1.114	1.000	1.041	1.000	1.000	
TMEM131	0.778	0.699	0.778	1.079	0.699	0.602	0.699	1.041	0.778	0.699	0.477	0.778	0.602	0.699	0.602	0.778	1.041	0.778	0.845	0.903	0.699	0.477	1.041	0.602	0.477	0.477	0.477	0.477	0.477	0.699	0.778	0.602	0.301	1.000	0.778	0.699	0.778	0.845	0.477	0.778	0.954	0.602	0.602	0.845	
TMEM132A	0.000	0.000		1.041	0.477		0.000	0.954	0.000	1.000	0.477	0.301	0.602	0.699	0.699	0.602	0.602		0.602		0.301	0.301	0.778	0.477		0.477	0.845			0.602	0.477		0.000	0.477		0.602	0.477	0.477		0.477		0.301	0.000	0.477	
TMEM2	0.602	0.778	0.903	0.602	0.845		0.699	0.903	0.954	1.000	0.602	0.903	0.602	0.903	0.699	0.602	1.000	1.041	0.778	1.114	0.602	0.000	0.699	0.000	0.000	0.954	0.778	0.602	0.000	0.778	0.778	0.301		0.602	0.699	1.146	1.041	0.903	0.778	0.301	0.954	0.477	1.079	0.903	
TMEM231	0.778	0.903	0.903	0.778	0.778	0.954	0.954	0.778	0.954	0.954	0.778	0.602	0.778	0.778	1.041	0.699	0.778	0.954	0.903	0.845	0.699		0.903	1.000	0.903	0.602	0.954	0.699	0.602	0.778	0.954	0.699	0.778	0.602	0.845	0.903	0.778	0.845	0.301	0.903	0.903	0.845	0.903	1.041	
TMEM245	0.778	0.778	0.778	0.845	0.699	0.778	0.699	0.845	0.477	0.699	0.845	0.602	0.778	0.602	0.778	0.602	0.699	0.778	0.778	0.602	0.699	0.602	0.699	0.778	0.778	0.699	0.778	0.778	0.000	0.778	0.845	0.778	0.778	0.778	0.778	0.778	0.845	0.778	0.778	0.778	0.699	0.778	0.699	0.778	
TMEM248	0.301				0.000		0.301		0.477	0.301										0.602				0.000	0.000		0.000							0.477			0.477	0.301							
TMEM30B		0.000		0.845		0.000	0.301	0.845	0.000	0.000			0.000				0.602			0.301	0.602	0.301		0.699			0.000				0.477		0.301				0.477	0.301		0.000	0.000				
TMEM87A	0.602	0.602	0.845	1.041	0.845	0.602	0.845	1.041	0.778	0.778	0.699	0.954	0.778	0.954	0.845	0.699	1.041	0.845	0.699	0.602	0.778	0.477	0.903	0.699	0.477	0.699	0.954	0.602	0.778	0.699	1.000	0.477	0.477	0.954	0.602	0.778	0.778	0.845	0.477	1.079	1.079	0.602	0.778	0.954	
TMEM87B	0.778	0.699	0.602	0.845	0.602	0.477	0.699	0.845	0.778	0.845	0.778	0.778	0.778	0.845	0.845	0.778	0.477	0.778	0.602	0.778	0.845	0.602	0.778	0.845	0.699	0.699	0.845	0.477	0.477	0.602	0.699	0.477	0.477	0.778	0.778	0.778	0.602	0.699	0.602	0.903	0.845	0.602	0.602	0.845	
TMEM9	0.903	0.699	0.301	0.954	0.699	0.477	0.699	0.477	0.845	0.778	0.602	0.477	0.699	0.301	0.477	0.699	0.602	0.602	0.778	0.301	0.699	0.301	0.301	0.301	0.778	0.477	0.602	0.778	0.000	0.778	0.477	0.602	0.602	0.954	0.699	0.699	0.845	0.778	0.301	0.602	0.602	0.477		0.778	
TMTC4	0.477							0.477		0.000	0.602														0.301	0.301						0.000					0.000				0.000				
TMX3	0.301		0.778	0.602	0.778	0.602	0.477	0.845	0.477	0.602		0.477	0.602	0.778	0.000	0.903	0.000	0.477	0.477		0.477	0.602	0.845			0.477		0.778		0.699	0.477	0.477		0.301	0.602	0.778	0.845	0.954		0.602	0.602	0.301		0.602	
TNC	1.230	1.230	1.690	1.681	1.301	1.505	1.987	1.708	1.672	1.857	1.580	1.740	1.568	1.663	1.556	1.591	2.068	1.531	1.204	1.740	1.505	1.447	1.792	1.633	1.491	1.968	1.591	1.342	2.033	1.114	1.279	1.146	1.505	1.362	1.431	1.322	1.322	1.477	1.447	1.613	1.785	1.568	1.792	1.813	
TNFRSF11B										0.778														0.301																					
TNFSF12				0.602			0.000	0.477				0.000	0.000	0.000							0.000			0.301			0.000								0.000							0.301			
TNXB	0.000		0.000				0.845		0.778		0.000						0.301			0.954	0.477		0.778	0.778	0.954				0.301				1.041							0.000	0.477	0.699	0.699		
TOR1AIP1	0.000	0.301	0.301	0.301	0.477	0.477	0.000	0.000	0.301	0.000	0.477				0.602	0.000	0.000	0.477	0.000	0.000			0.000	0.000	0.000	0.301	0.301	0.301		0.301	0.699	0.000	0.000			0.477	0.301	0.000	0.000	0.845	0.477	0.301		0.477	
TOR1B	0.477	0.778	0.778	1.000	0.699	0.477	0.845	0.602	0.602	0.602	0.778	0.602	0.477	0.699	0.778	0.602	0.602	0.602	0.778	0.477	0.602	0.699	0.602	0.602	0.477	0.477	0.477	0.477	0.477	0.845	0.699	0.778	0.845	0.602	0.699	0.602	0.778	0.845	0.301	0.477	0.477	0.477	0.477	0.778	
TPBG	1.176	1.146	1.255	1.362	1.000	1.204	1.146	1.342	1.342	1.301	1.279	1.342	1.146	1.079	1.176	1.322	1.380	1.279	0.699	1.342	0.954	0.903	1.477	1.362	1.255	1.230	1.204	0.903	1.301	0.778	1.176	0.954	1.146	0.602	0.903	1.322	1.204	1.041	0.954	1.146	1.230	1.041	1.230	1.114	
TPI1	1.255	1.279	0.477	0.699	1.301	1.342	0.903	0.845	0.477		0.301	0.301			0.477	0.477	0.477	1.380	1.255	0.000	0.778	1.255	0.000		0.000	0.301	0.699	1.114	1.342	1.301	1.230	0.954	0.000	1.415	0.845	1.398	1.255	1.176	1.000	1.322	1.176	0.477	1.477	1.380	
TPM4		0.301			0.477	0.845												0.903				1.114		0.000					1.000	0.778	0.477			0.778		0.602	0.301	0.778	0.301	0.778	0.477		1.000	0.301	
TPP1	1.279	1.176	1.740	1.756	1.301	1.591	1.681	1.505	1.568	1.613	1.732	1.380	1.556	1.672	1.568	1.643	1.505	1.176	1.204	1.771	1.568	1.176	1.544	1.568	1.613	1.623	1.690	1.114	1.255	1.000	1.342	1.342	1.978	1.531	1.398	1.301	1.301	1.114	1.114	1.613	1.663	1.699	1.505	1.633	
TPSAB1						0.699	0.000		0.477	0.778			0.477	0.000			0.699			0.301				0.778	0.000	0.477	0.301						0.301							0.477	0.699	0.778	0.477		
TSPAN1	0.845	0.778	0.778	1.322	0.845	0.477	1.279	1.114	0.301	0.903	1.000	0.477	1.041	0.778	0.477	0.778	0.778	0.845	0.778	0.477	1.146		0.778	0.301	1.146	0.301	1.041	0.845	0.301	0.778	0.845	0.778	0.778	0.778	0.778	0.845	0.778	0.778	0.699	0.602	0.602	0.778		0.845	
TSPAN3	0.699	0.477	0.699	1.362	0.602	0.602	0.477	1.114	0.602	0.602	1.176	0.778	1.041	0.602	0.699	0.845	0.602	0.602	0.699	0.778	0.477	0.477	0.477	0.602	0.903	0.903	0.778	0.778	0.778	0.845	1.041	0.699	1.146	1.000	0.778	0.699	0.699	0.477	0.602	0.602	0.778	0.778	0.778	0.778	
TTC17	0.778	0.903		0.778	0.845		0.000	0.477	0.477	0.845	0.000		0.477	0.602	0.301	0.000	0.699	0.954	0.699	0.301	0.778	0.699		0.000		0.301	0.000			0.699	0.477	0.301		0.699	0.954	0.845	0.699	0.903	0.000	0.699	0.000			0.954	
TTR						0.778																							0.301																
TTYH3	0.301	0.301	0.301	0.845	0.000	0.000	0.602	0.778		0.477	0.602	0.699	0.602	0.477	0.000	0.778	0.845	0.477	0.301	0.477	0.602	0.000	0.000		0.602	0.301	0.903				0.477	0.000	0.699	0.477		0.602	0.301	0.000		0.602	0.778		0.301	0.477	
TUBA1B	1.176	1.415	0.301	0.903	1.519	1.462	1.000	0.602	0.477		0.778	0.699			0.477	0.000	0.301	1.544	1.230	0.903	0.301	1.505	0.778			0.000	0.301	1.415	1.580	1.431	1.477	1.176	0.000	1.505	0.699	1.505	1.568	1.447	1.398	1.279	1.079	0.301	1.724	1.398	
TUBB	1.041	1.322	0.000	0.845	1.380	1.568	1.146	0.602	0.699	0.301	0.699	0.602	0.301	0.301	0.845	0.778	0.477	1.415	1.204	1.114	0.477	1.279	0.602		0.477	0.602	0.845	1.146	1.477	1.146	1.415	0.699	0.778	1.279	0.845	1.431	1.398	1.398	1.230	1.204	0.954	0.477	1.740	1.447	
TUBB4B	0.778	1.114		0.778	1.176	1.398	1.000	0.602	0.301	0.301	0.602	0.477	0.301	0.301	0.778	0.477	0.477	1.230	1.041	0.778	0.477	0.954	0.477		0.000	0.000	0.778	1.041	1.230	0.954	1.176	0.602	0.477	1.041	0.845	1.230	1.255	1.204	0.903	1.000	0.845	0.301	1.623	1.230	
TUFM																						0.000									0.602			0.301					0.699						
